Ind	Classe	Ordem	Subordem	Grupo	GF	Tratamento	Coleta	Estacao	Data	Hora	Lat	Long	Ponto	Tar1m	Rh1m	Wbt1m	Profundidade	Tar	Rh	Wbt
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.00-0.10	19.7	74.2	19.6
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	09_30	22_13_02.1	47_45_25.3	P4	26.4	50.5	18.3	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Chilopoda	Geophilomorpha	NA	Lacraia	PP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.00-0.10	22.1	73.7	18.7
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.10-0.20	0.0	0.0	0.0
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.10-0.20	0.0	0.0	0.0
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.20-0.30	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.20-0.30	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	2	Outono	22_05_2019	10_15	22_13_02.0	47_45_24.9	P5	24.9	44	16.6	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Diplopoda	Julida	NA	Piolho de cobra	DD	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Diplopoda	Julida	NA	Piolho de cobra	DD	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Insecta	Dermaptera	NA	Tesourinha	DD	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Insecta	Dermaptera	NA	Tesourinha	DD	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.00-0.10	27	56	19.4
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.10-0.20	0.0	0.0	0.0
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.10-0.20	0.0	0.0	0.0
1	Arachnida	Opiliones	NA	Opilião	PP	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.10-0.20	0.0	0.0	0.0
1	Diplopoda	Julida	NA	Piolho de cobra	DD	ILPF	2	Outono	22_05_2019	13_30	22_13_10.3	47_45_31.1	P1	28.8	37.7	18.8	0.20-0.30	0.0	0.0	0.0
1	Gastropoda	Pulmonata	NA	Caracol	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Clitellata	Haplotaxida	NA	Minhoca	GB	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.00-0.10	28	55.4	18.7
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_12	22_13_10.4	47_45_31.3	P2	29	34.5	18.6	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_50	22_13_10.9	47_45_30.9	P3	27.8	40.9	18.7	0.00-0.10	26.6	66.7	21.3
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_50	22_13_10.9	47_45_30.9	P3	27.8	40.9	18.7	0.00-0.10	26.6	66.7	21.3
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_50	22_13_10.9	47_45_30.9	P3	27.8	40.9	18.7	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	14_50	22_13_10.9	47_45_30.9	P3	27.8	40.9	18.7	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	ILPF	2	Outono	22_05_2019	15_28	22_13_11.1	47_45_30.5	P4	26.3	44.8	18	COB	25.8	53	18.8
1	Insecta	Hymenoptera	NA	Formiga	PP	ILPF	2	Outono	22_05_2019	15_28	22_13_11.1	47_45_30.5	P4	26.3	44.8	18	COB	25.8	53	18.8
